URI,CIS,libelle,actif,dateDebut,dateFin,codeATC,libelleATC,typeProcedureCourante,statutCourant,categorie,causeNonVirtualisation,causeExceptionPrescriptionDC
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_68710067,68710067,"DROSPIRENONE/ETHINYLESTRADIOL VIATRIS 3 mg/0,02 mg, comprimé pelliculé",true,2012-09-19,,G03AA12,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_67515025,67515025,"TADALAFIL ACCORD 10 mg, comprimé pelliculé",true,2017-07-17,,G04BE08,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_63604430,63604430,"ATAZANAVIR ARROW 200 mg, gélule",true,2018-10-17,,J05AE08,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_60180720,60180720,"RAMIPRIL SANDOZ 10 mg, comprimé sécable",true,2005-04-05,,C09AA05,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_61233930,61233930,"SURGESTONE 0,125 mg, comprimé",false,1981-07-31,2021-10-08,G03DB07,,Procédure nationale,Archivé,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_65421374,65421374,"PROVAMES 2 mg, comprimé pelliculé",true,1994-05-16,,G03CA03,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_63617367,63617367,"CHLORHYDRATE DE PROCAINE LAVOISIER 20 mg/ml, solution injectable",true,1998-03-04,,N01BA02,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_67432348,67432348,"LACTULOSE ARROW 10 g/15 ml, solution buvable en sachet-dose",true,2009-12-28,,A06AD11,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_60485234,60485234,"ZOVIRAX 500 mg, poudre pour solution injectable (IV)",true,1993-12-24,,J05AB01,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_68033779,68033779,"ADVILMED 100 mg, comprimé enrobé",true,2001-11-15,,N02BG,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_68294626,68294626,"TAHOR 10 mg, comprimé pelliculé",true,2016-03-24,,C10AA05,,Autorisation d'importation parallèle d’une spécialité pharmaceutique en vue de la mise sur le marché en France,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_65201385,65201385,"MIVACRON 20 mg/10 ml, solution injectable (IV)",true,1994-05-05,,M03AC10,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_69452417,69452417,"LIDOCAINE CHLORHYDRATE RENAUDIN 20 mg/mL, solution pour injection/perfusion",true,2020-05-19,,C01BB01,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_60129957,60129957,"METOJECT 17,5 mg/0,35 ml, solution injectable en stylo prérempli",true,2015-09-14,,L04AX03,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_63303256,63303256,"SIMVASTATINE VIATRIS 20 mg, comprimé pelliculé sécable",true,2021-03-29,,C10AA01,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_66973735,66973735,"MICROPAKINE L.P. 1000 mg, granulés à libération prolongée en sachet-dose",true,2004-09-13,,N03AG01,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_60423791,60423791,"VITAMINE B12 DELAGRANGE 1000 microgrammes/2 ml, solution injectable (IM) et buvable",true,1996-12-27,,B03BA01,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_67911252,67911252,"SILDENAFIL VIATRIS GENERIQUES 100 mg, comprimé pelliculé",true,2013-02-15,,G04BE03,,Procédure de reconnaissance mutuelle,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_60073914,60073914,"IBUPROFENE BIOGARAN CONSEIL 400 mg, comprimé pelliculé",true,2006-07-10,,N02BG,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_67637196,67637196,"SOLIFENACINE VIATRIS 5 mg, comprimé pelliculé",true,2017-09-05,,G04BD08,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_63820047,63820047,"MICROLAX MACROGOL 5,9 g, poudre pour solution buvable",false,2013-02-15,2022-09-27,A06AD15,,Procédure décentralisée,Archivé,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_60500519,60500519,"ERLOTINIB BIOGARAN 25 mg, comprimé pelliculé",true,2018-05-02,,L01EB02,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_69531932,69531932,"OMEPRAZOLE ZENTIVA LAB 10 mg, gélule gastro-résistante",true,2013-09-27,,A02BC01,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_61274635,61274635,"PHYSIONEAL 40 GLUCOSE 1,36 %, solution pour dialyse péritonéale",true,1999-12-29,,B05DB,,Procédure de reconnaissance mutuelle,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_62091544,62091544,"LORATADINE BIOGARAN CONSEIL 10 mg, comprimé",true,2009-04-27,,R06AX13,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_62263143,62263143,"NUTRYELT, solution à diluer pour perfusion",true,2014-12-19,,B05XA30,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_63118574,63118574,"VENLAFAXINE ZENTIVA LP 75 mg, gélule à libération prolongée",true,2007-10-31,,N06AX16,,Procédure de reconnaissance mutuelle,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_64000632,64000632,"IBUPROFENE CHEMINEAU 5 %, solution pour application cutanée en flacon pressurisé",true,2006-09-13,,M02AA13,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_65074781,65074781,"COVERAM 5 mg/5 mg, comprimé",false,2017-02-01,2021-01-01,C09BB04,,Autorisation d'importation parallèle d’une spécialité pharmaceutique en vue de la mise sur le marché en France,Archivé,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_69522513,69522513,"ATORVASTATINE BIOGARAN 10 mg, comprimé pelliculé",true,2019-06-24,,C10AA05,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_64395923,64395923,"HEPARINE SODIQUE PANPHARMA 5 000 UI/ml, solution injectable (I.V.)",true,1977-03-07,,B01AB01,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_66628041,66628041,"AMOXICILLINE ZENTIVA LAB 1 g, comprimé dispersible",true,2014-09-12,,J01CA04,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_63182694,63182694,"XYLOROLLAND AVEC ADRENALINE, solution injectable à usage dentaire",true,1997-10-15,,N01BB52,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_69995637,69995637,"CEFIXIME TEVA 200 mg, comprimé pelliculé",true,2008-05-28,,J01DD08,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_69434084,69434084,"LYSANXIA 40 mg, comprimé sécable",true,1983-01-10,,N05BA11,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_63101055,63101055,"MYCOPHENOLATE MOFETIL BIOGARAN 500 mg, comprimé pelliculé",true,2010-07-22,,L04AA06,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_64506804,64506804,"CINACALCET ACCORDPHARMA 90 mg, comprimé pelliculé",true,2020-04-03,,H05BX01,,Procédure centralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_60641690,60641690,"QUINAPRIL EG 20 mg, comprimé pelliculé sécable",false,2010-07-22,2021-06-04,C09AA06,,Procédure nationale,Archivé,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_60048672,60048672,"BETAHISTINE TEVA 24 mg, comprimé",true,2008-01-14,,N07CA01,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_69820901,69820901,"ERYTHROMYCINE PANPHARMA 1 g, poudre pour solution à diluer pour perfusion",true,2016-12-02,,J01FA01,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_68176802,68176802,"DIAZEPAM TEVA 10 mg, comprimé",true,1982-01-28,,N05BA01,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_67128459,67128459,"VIDEX 200 mg, gélule gastro-résistante",false,2000-02-22,2020-10-26,J05AF02,,Procédure de reconnaissance mutuelle,Archivé,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_62964589,62964589,"ESOMEPRAZOLE CRISTERS PHARMA 40 mg, comprimé gastro-résistant",true,2011-07-06,,A02BC05,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_66185667,66185667,"BISOPROLOL CRISTERS 5 mg, comprimé sécable",true,2016-02-26,,C07AB07,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_64476332,64476332,"REPAGLINIDE ACCORD 2 mg, comprimé",true,2011-12-22,,A10BX02,,Procédure centralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_66263436,66263436,IOFLUPANE (123I) ROTOP 74 MBq/ml solution injectable,true,2021-01-07,,V09AB03,,Procédure de reconnaissance mutuelle,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_65359652,65359652,"AGOMELATINE VIATRIS 25 mg, comprimé pelliculé",true,2018-08-10,,N06AX22,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_67498202,67498202,"LEVOBUPIVACAINE KABI 5 mg/ml, solution injectable/pour perfusion",true,2015-04-20,,N01BB10,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_66298152,66298152,"CANDESARTAN EG 4 mg, comprimé sécable",true,2012-01-27,,C09CA06,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_69636132,69636132,"CALCIPARINE 5 000 UI/0,2 ml, solution injectable en seringue préremplie (sous cutanée)",true,1986-12-24,,B01AB01,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_62635145,62635145,"MICAFUNGINE VIATRIS 100 mg, poudre pour solution à diluer pour perfusion",true,2020-06-24,,J02AX05,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_67336061,67336061,"SPIRAMYCINE/METRONIDAZOLE VIATRIS 1,5 M.U.I./250 mg, comprimé pelliculé",true,2005-03-22,,J01RA04,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_66452892,66452892,"AGOMELATINE CRISTERS 25 mg, comprimé pelliculé",true,2018-09-27,,N06AX22,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_63795537,63795537,"HYRIMOZ 40 mg, solution injectable en seringue préremplie (0,8 mL)",true,2018-07-26,,L04AB04,,Procédure centralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_66315349,66315349,"PENTOXIFYLLINE BIOGARAN LP 400 mg, comprimé pelliculé à libération prolongée",true,1999-05-25,,C04AD03,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_61848891,61848891,"DILATRANE 1 POUR CENT, sirop",true,1997-12-16,,R03DA04,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_67406937,67406937,"AMOXICILLINE VIATRIS 1 g, comprimé dispersible",true,2018-02-23,,J01CA04,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_61396347,61396347,"LEVODOPA/CARBIDOPA/ENTACAPONE ARROW 75 mg/18,75 mg/200 mg, comprimé pelliculé",true,2015-11-27,,N04BA03,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_68772407,68772407,"FIASP 100 unités/ml, solution injectable en flacon",true,2017-01-09,,A10AB05,,Procédure centralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_68100377,68100377,"EZETIMIBE/SIMVASTATINE ZENTIVA 10 mg/40 mg, comprimé",true,2017-09-20,,C10BA02,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_66064046,66064046,"CEFTAZIDIME VIATRIS ENFANTS ET NOURRISSONS 250 mg, poudre pour solution injectable (IM, IV)",true,2007-10-17,,J01DD02,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_62922298,62922298,"NEUTRAVERA GLUCOSE 4,25 %, CALCIUM 1,25 mmol/l, solution pour dialyse péritonéale",true,2004-09-20,,B05DB,,Procédure de reconnaissance mutuelle,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_69550690,69550690,"ALGINATE DE SODIUM/BICARBONATE DE SODIUM CRISTERS 500 mg/267 mg pour 10 ml, suspension buvable en sachet",true,2019-10-17,,A02BX,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_67206630,67206630,"ATENOLOL ZENTIVA 50 mg, comprimé sécable",true,2011-09-08,,C07AB03,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_61092077,61092077,"MODIGRAF 0,2 mg, granulés pour suspension buvable",true,2009-05-15,,L04AD02,,Procédure centralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_61594165,61594165,"CLARITHROMYCINE VIATRIS 50 mg/ml, granulés pour suspension buvable",true,2008-04-11,,J01FA09,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_60304050,60304050,"LIORESAL 10 mg, comprimé sécable",true,1997-12-16,,M03BX01,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_60555889,60555889,"PERINDOPRIL/AMLODIPINE ZENTIVA 4 mg/5 mg, comprimé",true,2018-02-27,,C09BB04,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_61001686,61001686,"ATROPINE 1 POUR CENT FAURE, collyre en solution en récipient unidose",true,1979-05-23,,S01FA01,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_60152436,60152436,"HAVRIX NOURRISSONS ET ENFANTS 720 U/0,5 ml, suspension injectable en seringue préremplie. Vaccin de l'hépatite A (inactivé, adsorbé)",true,1998-08-06,,J07BC02,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_67479020,67479020,"FOLINORAL 5 mg, gélule",true,1988-05-06,,V03AF03,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_63981189,63981189,"EAU POUR PREPARATIONS INJECTABLES PROAMP, solvant pour préparation parentérale",true,2005-11-24,,V07AB,,Procédure de reconnaissance mutuelle,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_64866332,64866332,"ASASANTINE L.P. 200 mg/25 mg, gélule à libération prolongée",false,1997-07-09,2022-02-06,B01AC30,,Procédure nationale,Archivé,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_69969418,69969418,"VALSARTAN/HYDROCHLOROTHIAZIDE VIATRIS 160 mg/12,5 mg, comprimé pelliculé",true,2012-09-27,,C09DA03,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_61411685,61411685,"SIMVASTATINE TEVA 20 mg, comprimé pelliculé sécable",true,2005-03-14,,C10AA01,,Procédure de reconnaissance mutuelle,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_69304094,69304094,"JORVEZA 1 mg, comprimé orodispersible",true,2018-01-08,,A07EA06,,Procédure centralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_68099448,68099448,"TELMISARTAN/AMLODIPINE ARROW 80 mg/10 mg, comprimé",true,2020-06-17,,C09DB04,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_67676765,67676765,"ACIDE FUSIDIQUE BGR 2 %, crème",true,2010-12-06,,D06AX01,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_69990693,69990693,"DEPO-PRODASONE 250 mg/5 ml, suspension injectable",false,1997-12-05,2022-04-26,G03DA02,,Procédure nationale,Archivé,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_64380145,64380145,"AXELER 40 mg/5 mg, comprimé pelliculé",true,2008-10-03,,C09DB02,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_66915066,66915066,"OXYCODONE PANPHARMA 50 mg/mL, solution injectable",true,2018-05-02,,N02AA05,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_69634836,69634836,"ZINNAT 250 mg, comprimé pelliculé",true,1987-09-29,,J01DC02,,Procédure de reconnaissance mutuelle,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_66331314,66331314,"LOSARTAN/HYDROCHLOROTHIAZIDE BGR 100 mg/25 mg, comprimé pelliculé",true,2009-11-04,,C09DA01,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_61243351,61243351,"OXYCODONE BIOGARAN LP 10 mg, comprimé pelliculé à libération prolongée",true,2014-05-22,,N02AA05,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_63107460,63107460,"NEORAL 100 mg, capsule molle",true,2016-06-14,,L04AD01,,Autorisation d'importation parallèle d’une spécialité pharmaceutique en vue de la mise sur le marché en France,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_64360281,64360281,"ATENOLOL EG 50 mg, comprimé sécable",true,1995-04-11,,C07AB03,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_69571802,69571802,"TROSYD, crème dermatologique",true,1983-11-18,,D01AC07,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_69443642,69443642,"BUVIDAL 8 mg, solution injectable à libération prolongée",true,2018-11-20,,N07BC01,,Procédure centralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_63855240,63855240,"VOLTARENE EMULGEL 1 %, gel",true,1987-06-09,,M02AA15,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_65272215,65272215,"IMODIUMLINGUAL 2 mg, lyophilisat oral",true,2002-05-28,,A07DA03,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_62252570,62252570,"GINKGO EG LABO CONSEIL 40 mg, comprimé pelliculé",true,2015-08-26,,C04AX,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_62985754,62985754,"CINACALCET TEVA 30 mg, comprimé pelliculé",true,2018-06-28,,H05BX01,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_61687655,61687655,"COOLMETEC 20 mg/25 mg, comprimé pelliculé",true,2006-02-08,,C09DA08,,Procédure de reconnaissance mutuelle,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_67617158,67617158,"FRAXIPARINE 7 600 U.I. Axa/0,8 ml, solution injectable (S.C.) en seringue pré-remplie",true,1989-12-15,,B01AB06,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_64238676,64238676,"RABEPRAZOLE EVOLUGEN 10 mg, comprimé gastro-résistant",true,2012-09-13,,A02BC04,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_69668703,69668703,"OTIPAX, solution pour instillation auriculaire",true,1997-08-13,,S02DA30,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_68460101,68460101,"ARIPIPRAZOLE KRKA 10 mg, comprimé",true,2015-10-28,,N05AX12,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_65534176,65534176,"CLOPIDOGREL BGR 75 mg, comprimé pelliculé",true,2009-09-21,,B01AC04,,Procédure centralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_66146187,66146187,"DIARETYL 2 mg, gélule",true,1996-06-04,,A07DA03,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_61805185,61805185,"RABEPRAZOLE TEVA 10 mg, comprimé gastro-résistant",true,2010-11-12,,A02BC04,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_65320578,65320578,"PAROXETINE ARROW 20 mg, comprimé pelliculé sécable",true,2005-04-25,,N06AB05,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_66170398,66170398,"STELARA 90 mg, solution injectable en seringue préremplie",true,2010-03-11,,L04AC05,,Procédure centralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_60476979,60476979,"ATROPINE ALCON 0,5 POUR CENT, collyre",true,1986-06-20,,S01FA01,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_68946021,68946021,"ETHINYLESTRADIOL/DROSPIRENONE CRISTERS CONTINU 0,02 mg/3 mg, comprimé pelliculé",true,2014-12-02,,G03AA12,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_68497014,68497014,"CEFPODOXIME BIOGARAN ENFANTS ET NOURRISSONS 40 mg/5 ml, poudre pour suspension buvable",true,2008-07-30,,J01DD13,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_61609749,61609749,"ALFUZOSINE BIOGARAN L.P. 10 mg, comprimé pelliculé à libération prolongée",true,2006-02-08,,G04CA01,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_69794641,69794641,"BORTEZOMIB OHRE PHARMA 1 mg, poudre pour solution injectable",true,2018-07-10,,L01XG01,,Procédure de reconnaissance mutuelle,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_66903224,66903224,"LENALIDOMIDE MYLAN 5 mg, gélule",true,2020-12-18,,L04AX04,,Procédure centralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_64593428,64593428,"RANITIDINE BIOGARAN 150 mg, comprimé pelliculé",false,1999-02-26,2022-09-25,A02BA02,,Procédure nationale,Archivé,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_61990606,61990606,"NAPROXENE SODIQUE ARROW 550 mg, comprimé pelliculé sécable",true,2017-12-01,,M01AE02,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_60455586,60455586,"QUINAPRIL HYDROCHLOROTHIAZIDE EG 20 mg/12,5 mg, comprimé pelliculé sécable",true,2008-10-08,,C09BA06,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_69258501,69258501,"ACICLOVIR VIATRIS 250 mg, poudre pour solution injectable (IV)",true,1998-05-06,,J05AB01,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_69863646,69863646,"SINGULAIR 10 mg, comprimé pelliculé",true,1998-03-20,,R03DC03,,Procédure de reconnaissance mutuelle,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_69782087,69782087,"TREPROSTINIL TILLOMED 10 mg/mL, solution pour perfusion",true,2020-07-16,,B01AC21,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_68937339,68937339,"ONDANSETRON TEVA 8 mg, comprimé pelliculé",true,2007-09-11,,A04AA01,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_67959838,67959838,"EBILFUMIN 45 mg, gélule",true,2014-05-22,,J05AH02,,Procédure centralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_64315877,64315877,"THEOSTAT 200 mg A LIBERATION PROLONGEE, comprimé sécable",false,1985-02-04,2022-08-02,R03DA04,,Procédure nationale,Archivé,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_62846498,62846498,"NIQUITIN MENTHE FRAICHE 2 mg, comprimé à sucer édulcoré à l'aspartam",true,2001-08-08,,N07BA01,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_64212959,64212959,"SUNITINIB TEVA 50 mg, gélule",true,2018-02-20,,L01EX01,,Procédure décentralisée,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_62540042,62540042,"PROPOFOL LIPURO 1 % (10 mg/ml), émulsion injectable ou pour perfusion",true,2002-04-19,,N01AX10,,Procédure de reconnaissance mutuelle,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_60962707,60962707,"FOLINATE DE CALCIUM SANDOZ 10 mg/ml, solution injectable",false,2006-07-12,2021-12-20,V03AX,,Procédure nationale,Archivé,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_67243269,67243269,"PREGABALINE BIOGARAN 50 mg, gélule",true,2015-12-02,,N02BF02,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_61464022,61464022,"ASPIRINE PROTECT 100 mg, comprimé gastro-résistant",true,2013-04-11,,B01AC06,,Procédure nationale,Actif,,,
http://data.esante.gouv.fr/ansm/medicament/SpecialitePharmaceutique_60893428,60893428,"ROSUVASTATINE EG 20 mg, comprimé pelliculé",true,2016-07-21,,C10AA07,,Procédure décentralisée,Actif,,,
